userid,fsa,fsid,m_date,config_browser_name,config_browser_version,config_color_depth,config_os,config_resolution,config_viewport_size,location_browser_en,location_browser_lan,location_country_code,location_country_name,location_ipv4,config_device
5993f381-5355-413d-8afc-b37b113d6c12,9e6a943d-7a7d-4460-9440-b1b97255ac22,20aefbda-8495-47d7-8fa2-7b579757b61b,1502236230,Safari,,,Chrome OS,,,UTF-8,es,AR,Argentina,227.153.219.178,Window Tablet
de44bd4a-ac86-4085-9b6a-0f926ea6fb01,e0745235-396b-4dc2-8a06-76404418eb33,bacfa647-5dda-4dea-9965-413f3e707d58,1502236783,Firefox,,,Windows Phone,,,UTF-8,es,BR,Brazil,95.149.42.18,Window Phone
d89ef340-95f0-4345-85d1-7f8b5e934f1c,f25da7f0-12c6-4a0b-bc3b-5cf06ce881e7,19cea223-a07f-4128-9ac9-866987ea375f,1502149946,Firefox,,,iOS,,,UTF-8,en-gb,CN,China,148.125.50.180,Apple Tablet
428ce644-204e-4c10-9f9a-3ca25d5d2f3c,a92b0e4d-8c67-46c0-95a0-57a6f4960d52,c13f08f2-771c-4fcc-8be0-781a0c8ae5fc,1502150230,Safari,,,Android,,,UTF-8,pt-br,CN,China,236.133.204.203,Desktop
9d9efd6e-b3e2-481e-b8df-be958a3253bd,26fa9559-6ae1-4929-8103-9838c7e1ef49,565f7893-0740-4fcf-afba-7beec4faff1a,1502150383,Safari,,,iOS,,,UTF-8,es-419,ID,Indonesia,44.75.125.236,Apple Tablet
a6cc7bc7-c6ae-49b4-9319-2b0a1e02ee60,b80abcee-08b4-4f04-85ec-e58f275f762e,aa8fff54-3b36-48f2-9da8-c598b136ea77,1502063906,Firefox,,,OS/2,,,UTF-8,zh-tw,JO,Jordan,231.80.208.189,Apple Tablet
b38a9641-a8d0-4229-bbbd-9dcd355867d9,e49feea5-6591-495f-ba91-67dc8f49874d,96db8c45-663e-4411-9294-495300cabad4,1501977487,Edge,,,Windows Phone,,,UTF-8,fr,PH,Philippines,170.13.147.44,Apple Ipod
c9293009-dcc0-45d3-9753-1d3accfdb609,87cc31c3-4bfd-46fe-8f72-e04b121c1a79,dfc9faea-fa20-44a8-a605-81f29168e7c9,1501891106,Firefox,,,Chrome OS,,,UTF-8,pt-br,RU,Russia,142.81.172.106,Android Phone
1e547d0f-57a3-4c4a-b571-f3b20c670f5b,62e5770e-f760-4917-a1c5-1111e940d26b,ab52ccb9-87ff-4748-b9f9-9c780e3c974c,1501891028,Edge,,,(not set),,,UTF-8,fr,ID,Indonesia,246.42.37.149,Android Phone
4c5cd933-ea41-49ec-8e9b-c10ac35e2a36,20e69744-39c0-4e54-b692-0d56961c188e,b5413dbb-40b4-473d-9b4e-d1780dc2f96e,1501890667,Firefox,,,(not set),,,UTF-8,ja-jp,ID,Indonesia,68.14.110.194,Desktop
babee17e-c4cd-43a5-95af-e44b0acfc827,be2fe1b9-2684-4b0b-ba0d-d2f7390dcb43,d1fe6b27-7689-4b26-9b1c-f4c2d4f94e08,1501804767,Edge,,,Macintosh,,,UTF-8,ru,ID,Indonesia,168.153.203.200,Apple Tablet
3fe1d37b-3ada-48b4-818a-c40c89d6474d,2ca3232f-768e-4e16-b061-9e11968eb198,86944c1d-6721-470e-a1b9-34343da0dd87,1501804565,Firefox,,,iOS,,,UTF-8,ru,ID,Indonesia,195.201.37.227,Android Tablet
85f4d593-7a30-4bfa-825d-91c97755472d,6344c559-18d6-42c5-8010-9226b414c882,9688e6cd-1745-4a64-8198-49f0c2b3d60f,1501804584,Firefox,,,Samsung,,,UTF-8,de,SI,Slovenia,143.171.211.226,Android Phone
7e2eabc3-0ac7-4ead-a5fc-a14739985a05,1d5fc328-d0d0-4568-979f-4073505a9030,f17746c6-28d7-4c96-9327-b8751448e081,1501804576,Edge,,,Android,,,UTF-8,de,ID,Indonesia,193.84.125.253,Apple Tablet
d300a94b-a477-404b-a8ca-c1cc7a1d606c,82bbdac2-46bd-43ba-8ceb-01e48428199b,cdce8882-e7b4-4d27-83db-96c4fa06fc34,1501717894,Edge,,,iOS,,,UTF-8,zh-tw,BR,Brazil,31.17.82.187,Apple Phone
a2678b97-479c-447a-975c-40582e9bf565,c281be81-853b-434d-a3b8-98045800823e,257e889b-c8c0-4618-ad98-6e1d64ce3ffd,1501717885,Firefox,,,iOS,,,UTF-8,en-us,RU,Russia,165.134.43.147,Android Tablet
77347594-32c0-45c7-b491-2cc5c8c64476,90b03079-8b44-4be8-8d82-cc326f4fa191,215fdbbe-5e38-4be3-b096-d4daaaa06acb,1501718360,Edge,,,Android,,,UTF-8,es,CU,Cuba,147.43.2.127,Android Tablet
2813ef3f-d8ed-42ec-8ab0-25b4d7914606,b95913a1-dd38-41d7-9068-590be07abeb7,0e687f87-b05b-4af6-839b-e9e5fd1318e3,1501718001,Edge,,,OS/2,,,UTF-8,ru,KZ,Kazakhstan,219.139.105.82,Android Tablet
8f6250f4-d4b5-4c64-8bc8-4357c947858c,3b48ce6b-3139-4968-824a-12f0b97d0b0c,19190b76-3081-4d31-994f-ee5d4b228d4e,1501717891,Safari,,,Android,,,UTF-8,es-419,BR,Brazil,51.231.253.167,BlackBerry 10
c67e10e5-6c2d-4c5e-aeba-5d324ab0f9c6,1d3cdf82-707d-411f-b1dc-765d8e98965b,6e91338a-0756-4268-a49f-9e72d8bc326d,1501631483,Edge,,,Windows,,,UTF-8,ja-jp,RS,Serbia,23.248.121.174,Android Phone
586f610d-536f-48f5-875e-ee6517b12b8f,cb57f084-4f0a-4dcc-949f-55a0bce88e7a,eee69088-a147-45e2-82eb-6a678e9dcabb,1501631765,Safari,,,Windows Phone,,,UTF-8,ru,PH,Philippines,18.228.91.228,Android Phone
1b9c21de-6ab1-4ffd-a73d-1c45a9d8a864,1d03e6b0-01f7-49af-a812-a6fc895d001f,d99e23e9-377c-47a5-8f97-3759c008fec3,1501631746,Firefox,,,OS/2,,,UTF-8,ru,BR,Brazil,0.77.50.168,Window Phone
ab32971f-8cdb-49ae-be3a-25f957b6eded,e376b3a3-7ce0-417a-b24b-6d8b6453d9b6,ab8828fc-0ca4-4e54-a7c4-c57b5ef6d7b9,1501631671,Firefox,,,Samsung,,,UTF-8,es,FR,France,219.103.215.124,Android Tablet
4ba0b03f-2956-4c37-a5a2-ae0d3e64d809,d24f2c5e-019c-471c-8c11-679fb53eb7f1,44def953-0abd-4749-bec0-170050f2c3fd,1501631751,Firefox,,,Android,,,UTF-8,fr,PE,Peru,111.117.174.241,Apple Ipod
ad8591a0-fd72-44f1-941d-a13907a8890a,f7714f18-8c3a-497c-8600-0ea0319467d2,478687f9-dbe1-44f3-8304-4ff06bf05913,1501631896,Safari,,,Linux,,,UTF-8,de,LU,Luxembourg,119.244.21.128,Apple Tablet
53957098-4589-4346-8d65-c840043298d3,afc49288-3cf9-48db-b98c-84769b327bd8,0f036129-2268-4595-8fef-ab6e83763aba,1501545327,Edge,,,(not set),,,UTF-8,es,SE,Sweden,255.110.139.165,BlackBerry 10
c8069cee-51a5-444b-9b38-0e8d5d856857,444ac670-f20b-438a-a653-1a87aa73152f,a77dfda1-f9f5-48cd-9f7d-ebffa7353624,1501545029,Edge,,,OS/2,,,UTF-8,de,KP,North Korea,114.97.216.137,Window Phone
037c5544-2846-4622-9e8e-b253dc03ed3b,36449201-5b65-42df-b026-093bc1ad6a0c,018e649b-32e7-4af4-bae0-e1dc4a6a6f7b,1501545590,Safari,,,iOS,,,UTF-8,zh-tw,BO,Bolivia,130.53.52.94,Window Phone
2ae2788a-a94b-44e7-9c8f-6e67e386224d,648eeeab-3b91-4040-9644-54012aef5fbc,298748ac-6f44-4635-bbd3-492ab5aeb7b0,1501545182,Edge,,,Android,,,UTF-8,ja-jp,ID,Indonesia,27.242.147.34,Apple Tablet
236b9365-5166-451b-b15e-11108f8ad242,b9fdb9ee-5300-481b-a82c-77e23884e6a9,97233239-60d0-48eb-ace6-521ee3c9e2fb,1501545049,Safari,,,Windows Phone,,,UTF-8,en-us,CN,China,202.227.254.148,BlackBerry 10
7e33b038-19a5-4b3f-bd25-868aed980cea,58e9df0f-a026-4b6c-a0be-7017bbd04061,884cfe50-f2a8-474e-80d4-605f06e88471,1501458972,Edge,,,iOS,,,UTF-8,en-us,IL,Israel,39.180.234.201,Window Phone
38f91adb-44a1-4ac2-bf5b-c03cab758132,f74fe7f7-cd32-4fbe-8480-bc25249ae7ee,64408072-b226-4582-9368-95258273eb65,1501459059,Firefox,,,Android,,,UTF-8,pt-br,BQ,"Bonaire, Saint Eustatius and Saba ",122.230.216.19,Apple Ipod
87f39f7a-dfde-4327-ace4-09d61d9bd360,77e7f8a7-bb52-4fd9-812b-cbd6848cfdc6,3c35a3a3-dca2-4043-b5f1-da7388f012d5,1501372434,Safari,,,Windows,,,UTF-8,es,FR,France,18.217.36.209,Apple Ipod
900790cf-ddd5-489d-a6f4-06f8ba96be2e,ddc22e65-2a6b-4459-9c21-d5357152fdf2,fed6f359-20a6-474f-a1ad-94f4596fa5ff,1501372210,Firefox,,,Windows,,,UTF-8,ja-jp,IR,Iran,255.118.133.4,BlackBerry 10
42e0a00a-b5c9-436c-bbc1-b43f760d8b87,5a8c944f-96a2-42b4-8b69-9d6ff3350fc5,0c946cff-910c-4bb4-bb49-0124098be9eb,1501372250,Firefox,,,Macintosh,,,UTF-8,fr,CN,China,163.220.100.177,Apple Ipod
91dd1b4f-85f6-4245-9341-172cdd72d8e3,3692b26d-6c3b-4ecb-a59b-f075663bb946,1654b8ea-2e09-4a69-a202-6e6d343c1094,1501372491,Edge,,,iOS,,,UTF-8,pt-br,EG,Egypt,168.2.123.38,Desktop
7c77533b-0709-42bb-b522-c801bf81a678,93d64ad1-dfa2-4cdf-8892-74fd89f9a87a,cf553b3d-111e-49e3-af7e-6931ffd2c630,1501372674,Safari,,,Chrome OS,,,UTF-8,en-us,AF,Afghanistan,102.38.221.102,Apple Tablet
8f078127-920d-48a7-982c-e7b86770ebc9,f4a6e694-8e1e-4f48-a9cc-7d4fea757e18,7d60653a-af99-4273-aeeb-8a4651e6aa68,1501285911,Edge,,,Samsung,,,UTF-8,en-gb,ID,Indonesia,230.159.205.65,BlackBerry 10
caee9502-a168-4b44-81bd-79d388e24e83,d9390e92-3d66-453a-aa55-528a1bb4a74c,5bdd58d2-cf5d-4151-b7ed-2878433b2cd9,1501285871,Edge,,,iOS,,,UTF-8,es,UA,Ukraine,240.74.112.59,Desktop
18f69888-803a-4aee-94a8-af4c23109c13,5b825119-5950-4525-a9db-08289fa9efc3,86d3660e-4f3f-41b2-a7c7-9faf1913d00e,1501286386,Edge,,,OS/2,,,UTF-8,es,JP,Japan,114.97.25.218,Window Phone
55609c79-f2dc-4826-92a0-ecbf6943769d,d567a2df-023d-4c7a-832a-cf4d5a4d99bc,6903ce03-d9d4-428e-b937-bfb740dd4608,1501285908,Firefox,,,Samsung,,,UTF-8,de,FR,France,4.197.3.142,Window Tablet
8293e167-366f-4b79-a659-a7a05eb76c03,66d5f704-668c-486a-8167-1a1a1b21483f,17329aad-461b-44fc-99cd-d53f1d791409,1501286375,Firefox,,,Android,,,UTF-8,es-419,ID,Indonesia,251.25.127.151,Apple Phone
78e28951-6bd2-4352-901f-88f6f8c1769d,ae443d0e-728b-4ac3-a3c9-84f88a247c8d,82e333ff-ff8e-4aeb-adb2-fb7878c63857,1501286271,Firefox,,,OS/2,,,UTF-8,es-419,GT,Guatemala,178.235.97.99,Window Tablet
083ee790-70e9-40b5-951b-d19a152fcb81,b21069fb-a7c5-48b9-8ec2-17eec909d101,7438536c-78d1-4764-9984-2231f3840ad5,1501199862,Safari,,,Chrome OS,,,UTF-8,es,FR,France,203.103.67.39,Window Tablet
0cfe9aa1-64ef-472c-bb23-f0eb07a34451,2ff03365-a270-4ac8-b96a-3a9625bc055e,cc6e3eb4-27e6-45ab-a1bd-255084cf2219,1501199481,Safari,,,Linux,,,UTF-8,es-419,JP,Japan,232.255.35.145,Apple Ipod
b9c2540c-f008-43fa-b3e0-ade3462bf49a,8315367e-1e82-4930-9780-cc5ed602b7c9,fd517c4f-5a01-4725-9a51-34f419ccb9ca,1501199495,Safari,,,(not set),,,UTF-8,ja-jp,ID,Indonesia,152.228.225.5,BlackBerry 10
2440b193-7485-4250-a943-714e45e77aa3,18dd6ca5-a14e-4edf-85fe-18028e53379c,3ff6160c-51b0-4eeb-9b19-2cb07850d49f,1501199878,Firefox,,,Macintosh,,,UTF-8,pt-br,CO,Colombia,10.167.211.31,Android Phone
ad6c4b61-77bd-4453-9871-21009bc7011d,12965969-212a-409e-aa99-1c706c612abd,54c7065e-6730-4dc8-ab34-36c5db0f3e29,1501113140,Safari,,,Chrome OS,,,UTF-8,fr,KZ,Kazakhstan,180.155.170.120,Apple Phone
ccb525f6-9e0e-45af-b16f-aa1c60a6a8c4,1e477e06-b203-4f51-b053-4b62185b7637,6fe589fd-8cac-41a0-9d2f-1505da0c0c68,1501113276,Safari,,,(not set),,,UTF-8,es,ID,Indonesia,249.31.33.225,BlackBerry 10
c4dcd631-87cd-4eac-9474-d53f01e672c7,d4118b93-d440-4a67-90fd-853f473a4852,33caa30f-e9ef-4784-a01a-758e0eb57552,1501113106,Safari,,,Macintosh,,,UTF-8,de,BR,Brazil,24.79.227.207,Apple Phone
c25c7130-c1bb-43b7-87da-428ce59a8419,d953c54c-df32-4bcb-b38c-8b0f2dc25466,5da4b301-3e36-48b1-964f-59bbce3522f1,1501113053,Safari,,,Windows Phone,,,UTF-8,es,PA,Panama,104.64.118.220,Window Phone
ca9a62f7-88fe-4d3e-a801-6e406588d486,75cda163-e41b-4df7-b0d2-94011d1bf94d,6b5059ef-1d34-4497-b383-f995442f60cb,1501026889,Safari,,,Windows,,,UTF-8,pt-br,CL,Chile,109.41.34.56,Android Tablet
61bdc10b-3adb-4990-848e-b4d35d340ca7,14221704-7c6f-4b65-b07e-a62989eb7c46,9a65c017-5b96-4754-96b6-f0cdf7c0e77c,1501026696,Firefox,,,Android,,,UTF-8,pt-br,VE,Venezuela,7.102.241.194,Apple Ipod
a47f41c4-9bf8-4dff-863f-5af800b1047b,487e1994-8b6d-486c-a07e-7cc493885c66,1a49d0d1-f47a-49c7-b4a4-ba886e7cf4c8,1500940345,Firefox,,,Macintosh,,,UTF-8,ru,CO,Colombia,172.86.94.47,BlackBerry 10
67fc05d1-66c6-427c-a7b5-74c30211d08d,8dc8d46e-6cdf-4547-86a8-19847cc47692,30516a68-ac83-4ec1-8e96-d784d6a43bc3,1500940442,Edge,,,OS/2,,,UTF-8,es,PT,Portugal,132.166.153.73,Desktop
9919fefe-0a7e-4131-99dc-2927fe5f91c7,700865fe-f19a-49c9-a3dd-f892d1440652,00f3f6bf-6950-479d-a9fb-f4f62600c1d5,1500940378,Safari,,,Chrome OS,,,UTF-8,zh-tw,KP,North Korea,72.70.193.200,Desktop
cb92c47b-79cd-479e-be72-6d1be1025588,cc34b202-b068-4031-a74b-3fb4e1ce2dbf,7cee7106-f341-413a-a31b-262dd9c753d0,1500940781,Edge,,,Android,,,UTF-8,fr,RU,Russia,226.69.45.129,Apple Tablet
d00c1f8c-e38d-41d4-bff8-a2048f74d8d5,5fd72612-3a35-4acb-804c-2fb0cd4ff1c3,d22da71c-2b94-42a4-bcf2-1dc744cc7643,1500940376,Edge,,,iOS,,,UTF-8,de,ID,Indonesia,176.111.196.0,Apple Tablet
d57c462c-0e0d-4718-beea-bdcee0d7c1d5,07de278a-c5f0-45b9-b539-091b4c7a49fb,9b21a792-e061-4e3d-8ce8-7b680cde128e,1500940544,Safari,,,Chrome OS,,,UTF-8,zh-tw,BR,Brazil,111.90.83.117,Window Tablet
6d86f6e4-ecf2-44a7-927d-f90fcfaac162,2621c707-1b42-4df6-b4e6-0a43f90fd585,ba6e108a-3f52-4101-a46d-782588fcbed0,1500940577,Safari,,,Android,,,UTF-8,pt-br,ID,Indonesia,180.28.116.138,Apple Phone
dd5bf340-ef0b-4038-a2f1-052322327d96,de73b491-e788-4ce7-bd5a-e9756f21dc0e,dc2c94d5-7247-4f64-a44a-3cc50e6a3fcd,1500940614,Edge,,,Android,,,UTF-8,de,GR,Greece,56.128.254.36,Android Phone
fc1edf9e-b6e7-41b8-b885-dadcf76af0f5,ffbd0f8e-71db-4e98-bf72-9d1c926b62c7,29ba952b-6db0-4692-82a8-54ed832ffa65,1500854269,Edge,,,Windows,,,UTF-8,fr,PT,Portugal,65.96.105.15,Android Tablet
bc9720e9-91f7-42b9-b551-cc23a96b0ef8,2f19ee87-cd5c-48b0-b25f-11356e949042,5393ad69-2bca-46f6-a391-eb5d089fc3b0,1500767997,Safari,,,Macintosh,,,UTF-8,en-us,NR,Nauru,112.42.62.23,Apple Ipod
fcb95fb3-fc24-449e-83a1-6f0f435d9be1,88898c68-2adc-4219-8690-56351af0a414,0e8c567e-bbe9-40d8-bcde-695affe7e567,1500767911,Firefox,,,Samsung,,,UTF-8,en-us,CN,China,214.198.142.201,Android Tablet
bc33c9e5-8e64-4ab4-b45c-0eb911e415c2,80b5257d-6015-454e-8527-a29613f7f79c,bdd91b55-045e-45be-914b-e772ed395eb0,1500681392,Safari,,,Windows Phone,,,UTF-8,pt-br,KR,South Korea,171.113.5.94,Android Tablet
92dd38db-7c1e-4a23-8de5-25e1e213fa82,c9671a6d-f230-4871-a3d6-7c60f40c7d04,5c1ac5ac-986f-4e28-838e-1a4452699c5c,1500681437,Edge,,,iOS,,,UTF-8,es-419,PT,Portugal,88.217.233.19,Window Phone
051eb6f4-d7cf-48e1-b1e3-cb84fdb9bbd2,5bee6ff6-a30a-4eed-b48e-e9e69aeca513,0eb00a8f-8971-47bb-8ad2-86b9323033c5,1500681341,Safari,,,Macintosh,,,UTF-8,es,IE,Ireland,124.148.242.187,Android Tablet
660bec3d-ad25-4a41-995e-be8c9720df48,ef086990-58ee-4b59-8add-11b528b9843a,9c1ea302-26eb-45a6-849d-043f50a5cc96,1500594963,Firefox,,,Macintosh,,,UTF-8,zh-tw,RU,Russia,66.138.102.100,Apple Ipod
83ec6b4e-47f6-4fde-b612-26b9fbc9f524,696ab143-b053-48a9-ac64-0afefba79298,3b53fc77-ff66-4a1f-84c6-e9bdcb57790f,1500594937,Edge,,,iOS,,,UTF-8,es-419,US,United States,202.245.213.186,Android Phone
4000dbbd-f808-481b-831b-1b4090060c4e,940a4fe8-936a-4a31-b57c-a54f5fe28295,724a457e-9437-4ed7-8c00-2c444c5d4ca4,1500508202,Safari,,,iOS,,,UTF-8,zh-tw,JP,Japan,28.9.21.20,Apple Tablet
076da13c-cb14-4461-89aa-7122fa1bb748,8b10255c-f6bf-4305-bc81-b98586090d8a,1b7332b0-bf35-4914-a778-68f4c682520b,1500508242,Edge,,,Windows,,,UTF-8,pt-br,CZ,Czech Republic,89.125.44.254,Apple Phone
7b326bc0-6688-4db6-8cb0-6c1f307057c1,4d03822c-95b6-4bc2-bbb6-e8590537446d,117c27db-656b-482a-b357-b8fcdad36209,1500421969,Edge,,,Linux,,,UTF-8,fr,ID,Indonesia,252.87.10.235,Window Tablet
dc1edce7-9018-464b-9c73-dd407c7f321c,771ed476-df11-4354-b385-4adb1454e1be,a46d364c-50a3-483f-a0be-5b8f09624f7d,1500421836,Safari,,,Linux,,,UTF-8,en-us,BR,Brazil,78.139.9.180,Window Tablet
166501e8-8ba8-4f3f-afb9-eea10f8b818f,dd497cdc-4d72-4454-9d3d-17c6e31c4844,88af0ac5-929e-4cd2-b1e0-02ac0642c304,1500422233,Safari,,,Chrome OS,,,UTF-8,ru,CN,China,6.61.155.217,Apple Ipod
4ee8f285-a4a6-40d4-bce9-b6b0aad7b264,aa2887a2-3408-42d9-9427-0a0b8f861b13,062ac788-4f3f-41f7-834c-2b10ea8ece06,1500422262,Firefox,,,(not set),,,UTF-8,en-us,YE,Yemen,189.34.192.33,Apple Ipod
ae32ecec-44fa-4c7c-870a-4e0ed30fc4c1,0ea6b35b-6841-4795-a961-03a460f20822,76850cf3-fecb-440d-ba43-b111b8c87cf1,1500422335,Safari,,,Macintosh,,,UTF-8,es-419,ID,Indonesia,122.1.85.253,Window Tablet
aecf2048-dcb5-4436-b37d-cc2f602ac637,201895ba-8aa5-4a44-b09e-b9c4c8ffbaad,0c568836-c151-4cc5-ae08-d2630209a763,1500335482,Firefox,,,Chrome OS,,,UTF-8,es,PL,Poland,112.42.132.98,Window Tablet
35d6c827-c0e3-4abd-8f96-01b0158d2dc6,93b74a58-abd6-4fb1-a8ed-2eeb64581423,fd64df22-9f42-4711-b62e-d114b6e257bc,1500249595,Safari,,,Linux,,,UTF-8,de,ID,Indonesia,241.33.61.189,BlackBerry 10
1eb5003c-3dc9-4511-9f56-fd8deb99e65c,18918843-3141-4b0a-95a7-2a42cf28e8f6,cdf9057e-6c29-45c5-9952-2c63f5aaa96c,1500249227,Edge,,,Android,,,UTF-8,en-gb,PL,Poland,11.103.49.135,Apple Phone
5384ce84-194d-4f97-932a-760bde6a3214,cbdb583e-0f3b-4744-8cbb-0dfb1ed876c8,176fdea4-1f59-43f6-ab13-19693049a9c4,1500163109,Firefox,,,Linux,,,UTF-8,fr,CZ,Czech Republic,227.161.33.178,Window Phone
da1edf29-5da9-4fcf-abef-0330b9e9f458,9569a438-ed98-46ad-9185-bf98c9b5ec17,c5844e11-7336-4929-980f-e22a89bd8b09,1500163165,Safari,,,Linux,,,UTF-8,zh-tw,CN,China,38.187.45.56,Android Phone
e35917f8-19c3-48cb-ba7a-fa8a0574714a,b106d975-3607-4113-a02d-7293f19da56b,17d27cb6-58b5-4715-af72-a44e110a60cd,1500163134,Edge,,,Android,,,UTF-8,fr,PH,Philippines,8.31.251.206,Desktop
5c651dc2-3958-414a-af66-5799af1d6f13,ca5d5f4f-5437-44ed-a02b-f5c95492cf6f,acd73704-8210-4407-9f96-d49691513213,1500076655,Firefox,,,Linux,,,UTF-8,ja-jp,ID,Indonesia,126.94.199.79,Window Tablet
2fe57d6b-c8cf-41e6-a6cb-77c2b442ac13,3abe3d61-6fb1-443f-ae41-3a6a2e0a19b9,1aa040b4-f862-402c-9926-60d1ddcf3525,1500076247,Edge,,,Linux,,,UTF-8,ru,PL,Poland,230.110.139.210,Window Phone
11c897c0-92fb-46bb-b6bf-150a8c5154cb,1d6ebbec-66bd-44e0-af41-47d42aa5ace0,599a138d-3b2e-419c-957e-1f41137cf738,1499989804,Safari,,,(not set),,,UTF-8,fr,PE,Peru,175.154.170.167,Android Tablet
796058dd-beec-46f8-a904-086ed1aa6805,688a2d34-3426-4019-af9b-9c1b88d1cdcc,4459d67a-12f6-4a9b-8fdf-78e40baba98f,1499989844,Firefox,,,OS/2,,,UTF-8,zh-tw,UA,Ukraine,158.22.83.204,Apple Ipod
22adb4f1-e97d-47bf-8e12-c7e1a1f111cc,594e9b9b-fd56-4098-ad78-7c2386863add,b35b08fc-b1f2-46e7-ad0b-c0fa8ed89f73,1499903435,Safari,,,Android,,,UTF-8,fr,CN,China,45.22.57.69,Android Tablet
b1c8211e-72f0-4536-b962-e0dca6b1e054,3cf011d7-66c8-4fdc-8596-b13989825860,52c68ac5-10bb-4236-a2ac-1084a51e6f75,1499903590,Safari,,,Macintosh,,,UTF-8,pt-br,CN,China,251.179.177.85,Apple Phone
53ef94bf-514d-4534-a238-af3bd7ff0426,4bf14a30-76bc-4dbc-9b9b-d176104a44c6,50fb1960-4abf-4398-aa57-1e9527a66f68,1499817371,Safari,,,OS/2,,,UTF-8,zh-tw,CN,China,84.10.205.156,Apple Ipod
d49c6568-dd31-43cb-86db-4aecde772b4e,5e55ee89-8f2a-4486-b099-d8888d103236,18992828-d3bf-411e-aa17-e7d1089cccd2,1499817170,Firefox,,,Chrome OS,,,UTF-8,ru,SE,Sweden,28.214.158.51,Window Tablet
c09ee320-fbbc-4185-ba8c-b5cf6fdc3124,25b629ad-96b1-4830-9f52-84ba0d8df2be,6f244de9-5727-48b0-a6e7-558ad22c6ebd,1499817538,Edge,,,Windows,,,UTF-8,es,CN,China,242.139.229.178,Android Phone
7e0a4fae-7f18-43e7-bf0e-bd8e15fc817d,19faa345-7d96-43b4-93f0-c3b23ab10c8a,da9f9539-e66d-497a-8343-1169143dd1be,1499817580,Firefox,,,Linux,,,UTF-8,ru,BD,Bangladesh,217.133.97.128,Android Phone
a07118f0-812b-4b44-9a9e-77fe240d1832,85fd0143-472b-4005-9135-c6ab8e55c302,0895c2fa-ba99-48c6-aa8e-cba6f379af77,1499730965,Firefox,,,(not set),,,UTF-8,fr,CN,China,154.44.164.30,BlackBerry 10
3511fb29-17a0-4ea3-8bbd-9574e4a0a739,4ca28881-c286-4633-bcb1-b1305e01e5b3,c286f73d-3064-4434-8877-c7ef41eaa93a,1499644456,Firefox,,,Chrome OS,,,UTF-8,fr,CN,China,76.220.219.99,BlackBerry 10
d43490e4-3036-4ea0-9340-43b42387e801,023a4097-7314-4168-b859-f025217eed1d,e86b9d90-ad60-417d-911d-253c5f433f93,1499644579,Firefox,,,Samsung,,,UTF-8,ru,PE,Peru,231.151.143.25,Desktop
f71e9d0d-facb-4526-bef3-5e6e22a78df4,1a8f65c2-8abc-43ef-98d2-75ad18dc5b77,ef0035f5-e222-47f7-83d7-4afa58d35b92,1499558365,Edge,,,Linux,,,UTF-8,en-us,ID,Indonesia,76.74.140.124,Window Phone
9cac68b8-b0f2-4d4f-9d3d-53db90d76cd1,d97db311-e418-45ea-a7d5-274952ca7f81,74bd769c-e4fd-4f0e-afd8-b57786530eab,1499558328,Safari,,,Windows,,,UTF-8,ru,PA,Panama,90.241.179.140,BlackBerry 10
316cb094-f3bb-4fbb-b5a5-d0c27979bb30,4c866441-839c-456e-adf5-ba5db8d460bb,52f3261f-d33e-4541-a36d-4ad83bab1d8a,1499558176,Firefox,,,iOS,,,UTF-8,de,ID,Indonesia,218.21.150.173,Apple Ipod
ea430d18-248e-4e41-b565-b2a8c85aa55d,ab29ea18-3913-47ce-ba84-f500161a01a6,5df25b57-b1d4-449f-a7bf-c4265426f390,1499558001,Firefox,,,Linux,,,UTF-8,de,PL,Poland,237.139.27.110,Desktop
0a3956c1-6cd9-47d7-93d0-865d94f2fc5e,30d20efb-eeb8-455c-8fbe-6ec69ebbd083,e3b7e5cf-8908-449c-9d39-add381368b7c,1499471862,Edge,,,Samsung,,,UTF-8,ru,CN,China,17.240.34.176,BlackBerry 10
69cbab67-19ee-4792-ae68-f48c70fc64ab,5f64e518-b337-4bb3-8455-78d6b9a42a18,4a9a886a-ea89-47d0-b8c2-3c4d0f06533a,1499471872,Edge,,,Linux,,,UTF-8,en-us,MX,Mexico,217.78.140.144,Android Phone
66fe8a2f-bd43-48e9-8280-d808106fcf0d,6e91dce1-7332-45fc-af23-81ee6e0eeaf9,bebb4582-4970-46e5-bdf4-e4d1a8b8236f,1499471656,Firefox,,,Linux,,,UTF-8,ru,CN,China,95.81.213.90,Apple Ipod
c44a883e-1652-4827-9073-8ec258c46b0a,cf096cae-8b28-406b-ac6e-9eddf4a0a898,bef777fd-e344-4e65-afe3-3437c7f57390,1499385494,Firefox,,,Android,,,UTF-8,fr,ID,Indonesia,246.30.66.179,Apple Ipod
75e40206-d312-4375-9a06-8091922a07bd,eac00ad7-d723-430f-9fbe-f27df032c402,ae535667-ae35-4e88-80a1-9e75237a535d,1499385561,Firefox,,,Macintosh,,,UTF-8,en-gb,BR,Brazil,189.135.203.227,Android Phone
9ce19ee8-684d-4ef5-a539-ba6821e57f52,c4a78d44-8bf6-41ba-8469-5487df449940,21ee5abf-677e-45de-a31b-558c0c91e7e1,1499385017,Firefox,,,(not set),,,UTF-8,en-gb,UA,Ukraine,129.104.47.153,BlackBerry 10
