"fsa","userid","fsid","m_date","config_browser","config_browser_name","config_browser_version","config_color_depth","config_device","config_java","config_resolution","config_viewport_size","idsite","location_browser_en","location_browser_lan","location_country_code","location_country_name","location_ipv4","location_ipv6","location_path","referal_xxx"
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,396",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,407",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,465",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,469",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,490",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,493",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0046428,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,523",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0125868,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,530",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,541",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0110854,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,548",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,687",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2771200,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,784",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3018336,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,889",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3018336,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,891",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3018336,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,906",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0373870,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,911",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,920",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3967976,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,992",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3967976,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,357,997",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,358,009",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0074193,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,358,819",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0074193,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,358,937",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0074193,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,137",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,140",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,164",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0106981,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,185",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0106981,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,194",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0009130,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,197",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0022964,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,199",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2367277,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,200",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6273116,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,202",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0230182,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,205",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0022964,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,210",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2367277,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,217",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0187086,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,219",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0211845,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,240",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0843239,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,287",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2065460,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,290",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1866931,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,312",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2367277,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,315",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0211845,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,639",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1275297,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,646",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0211845,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,846",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0211845,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,858",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0211845,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,870",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6362818,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,900",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2201836,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,941",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2201836,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,943",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt2201836,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,960",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt1467397,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,359,993",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x491",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6273116,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,018",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6273116,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,022",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6273116,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,047",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6273116,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,164",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6273116,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,203",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt6362818,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,220",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt3241218,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,228",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0103421,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,251",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt0103421,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,265",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,286",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/login,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,360,869",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/login,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,503",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/login,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,521",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/login,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,575",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/login,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,646",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,677",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,678",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,681",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,725",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,726",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,784",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,786",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,821",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,822",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,848",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,849",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,852",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,853",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,942",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,964",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,969",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,361,971",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,016",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,017",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x612",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,031",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,032",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,048",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,049",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,079",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,108",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,109",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,115",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,163",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,164",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,174",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,175",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,180",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,181",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,189",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,202",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,230",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,231",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,316",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,319",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,342",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,347",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,420",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,428",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,450",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/movies/tt5115288,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,469",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,520",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,521",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,526",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,550",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,551",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,556",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,609",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,611",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,650",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,681",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,798",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,800",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,867",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,362,970",Chrome,,,"24-bit",Desktop,"0","1280x1024","1263x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,363,006",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
"1197758143.1514344710",-1,"18098674.1514344710","1,514,363,008",Chrome,,,"24-bit",Desktop,"0","1280x1024","1280x893",,UTF-8,en-us,VN,Vietnam,"10.88.113.60",,http://10.88.113.60/,
