fsa	userid	fsid	m_date	config_browser	config_browser_name	config_browser_version	config_color_depth	config_device	config_java	config_resolution	config_viewport_size	idsite	location_browser_en	location_browser_lan	location_country_code	location_country_name	location_ipv4	location_ipv6	referal_xxx
9569a438-ed98-46ad-9185-bf98c9b5ec17	da1edf29-5da9-4fcf-abef-0330b9e9f458	c5844e11-7336-4929-980f-e22a89bd8b09	"1,500,163,165"	Safari				Android Phone					UTF-8	zh-tw	CN	China	38.187.45.56		
2590c1bc-3cfa-464c-9cb4-0b13a61f6fc1	-1	8076dc03-f642-4891-a1f1-2208aee5a182	"1,494,547,019"	Edge				Android Tablet					UTF-8	de	MM	Myanmar	145.132.246.34		
2590c1bc-3cfa-464c-9cb4-0b13a61f6fc1	0007142d-c363-4135-a7c7-6b3b7f8cff90	8076dc03-f642-4891-a1f1-2208aee5a182	"1,494,547,164"	Edge				Android Tablet					UTF-8	de	MM	Myanmar	145.132.246.34		
e36cb464-d383-4586-9a07-2fa9c8517da9	-1	6554d536-4d97-48cd-838f-8264099749dd	"1,485,301,956"	Safari				Apple Tablet					UTF-8	ru	PT	Portugal	59.188.185.133		
e36cb464-d383-4586-9a07-2fa9c8517da9	d5eeb4ca-e4a1-4398-a9da-3ee966af77ef	6554d536-4d97-48cd-838f-8264099749dd	"1,485,302,355"	Safari				Apple Tablet					UTF-8	ru	PT	Portugal	59.188.185.133		
36449201-5b65-42df-b026-093bc1ad6a0c	-1	018e649b-32e7-4af4-bae0-e1dc4a6a6f7b	"1,501,545,023"	Firefox				BlackBerry 10					UTF-8	zh-tw	BO	Bolivia	130.53.52.94		
36449201-5b65-42df-b026-093bc1ad6a0c	-1	018e649b-32e7-4af4-bae0-e1dc4a6a6f7b	"1,501,545,142"	Firefox				BlackBerry 10					UTF-8	zh-tw	BO	Bolivia	130.53.52.94		
36449201-5b65-42df-b026-093bc1ad6a0c	037c5544-2846-4622-9e8e-b253dc03ed3b	018e649b-32e7-4af4-bae0-e1dc4a6a6f7b	"1,501,545,590"	Safari				Window Phone					UTF-8	zh-tw	BO	Bolivia	130.53.52.94		
bd7f1c42-5453-463f-a911-6684609e737e	-1	254ae222-b390-4ef7-a31e-fe473fb914a9	"1,493,509,743"	Firefox				Android Phone					UTF-8	es-419	JP	Japan	158.122.89.88		
bd7f1c42-5453-463f-a911-6684609e737e	-1	254ae222-b390-4ef7-a31e-fe473fb914a9	"1,493,509,767"	Edge				Desktop					UTF-8	es-419	JP	Japan	158.122.89.88		
bd7f1c42-5453-463f-a911-6684609e737e	6001d1b1-baef-4e6d-b578-511b17e99175	254ae222-b390-4ef7-a31e-fe473fb914a9	"1,493,510,268"	Edge				Desktop					UTF-8	es-419	JP	Japan	158.122.89.88		
8005f034-e523-486c-a8c5-35cbe6585e9a	48e04d3d-1908-42df-ab87-c3b8c19b9555	dff3af9e-33a3-4ce6-8d2a-e849edf8bab0	"1,505,433,115"	Firefox				Apple Phone					UTF-8	en-us	FR	France	145.163.189.200		
e15d5e90-115f-4b6b-a128-02d3b6e12c3e	-1	fc4441bf-21e3-4413-ac1e-28ab34786ac6	"1,496,793,062"	Firefox				Android Tablet					UTF-8	pt-br	CA	Canada	32.26.65.11		
e15d5e90-115f-4b6b-a128-02d3b6e12c3e	bc22ae70-e173-4388-beab-4306ed952550	fc4441bf-21e3-4413-ac1e-28ab34786ac6	"1,496,793,442"	Firefox				Android Tablet					UTF-8	pt-br	CA	Canada	32.26.65.11		
49b97f26-1daf-4ea9-bded-0dd0a31aa781	-1	852b8b1c-b954-4519-86c4-3792cbcc33dd	"1,490,571,867"	Safari				Apple Tablet					UTF-8	en-us	NG	Nigeria	43.138.154.168		
49b97f26-1daf-4ea9-bded-0dd0a31aa781	-1	852b8b1c-b954-4519-86c4-3792cbcc33dd	"1,490,572,228"	Safari				Apple Tablet					UTF-8	en-us	NG	Nigeria	43.138.154.168		
49b97f26-1daf-4ea9-bded-0dd0a31aa781	7187f810-1793-4ed7-a60e-adb25bf1fd15	852b8b1c-b954-4519-86c4-3792cbcc33dd	"1,490,572,630"	Firefox				Apple Ipod					UTF-8	en-us	NG	Nigeria	43.138.154.168		
cbe4c8c6-a68a-41d9-a63b-9235c27e5887	-1	7267f8a5-8b45-403f-9f04-984013196765	"1,491,263,729"	Edge				BlackBerry 10					UTF-8	en-us	FR	France	193.244.47.9		
cbe4c8c6-a68a-41d9-a63b-9235c27e5887	-1	7267f8a5-8b45-403f-9f04-984013196765	"1,491,263,952"	Safari				Android Tablet					UTF-8	en-us	FR	France	193.244.47.9		
cbe4c8c6-a68a-41d9-a63b-9235c27e5887	bfc0dba2-b4a1-4446-83c7-108e4fc328bb	7267f8a5-8b45-403f-9f04-984013196765	"1,491,263,962"	Safari				Android Tablet					UTF-8	en-us	FR	France	193.244.47.9		
b80abcee-08b4-4f04-85ec-e58f275f762e	-1	aa8fff54-3b36-48f2-9da8-c598b136ea77	"1,502,063,268"	Edge				Apple Tablet					UTF-8	zh-tw	JO	Jordan	231.80.208.189		
b80abcee-08b4-4f04-85ec-e58f275f762e	-1	aa8fff54-3b36-48f2-9da8-c598b136ea77	"1,502,063,392"	Edge				Apple Tablet					UTF-8	zh-tw	JO	Jordan	231.80.208.189		
b80abcee-08b4-4f04-85ec-e58f275f762e	-1	aa8fff54-3b36-48f2-9da8-c598b136ea77	"1,502,063,462"	Firefox				Apple Tablet					UTF-8	zh-tw	JO	Jordan	231.80.208.189		
b80abcee-08b4-4f04-85ec-e58f275f762e	a6cc7bc7-c6ae-49b4-9319-2b0a1e02ee60	aa8fff54-3b36-48f2-9da8-c598b136ea77	"1,502,063,906"	Firefox				Apple Tablet					UTF-8	zh-tw	JO	Jordan	231.80.208.189		
c89ca757-86d4-4190-afdb-c37b43669740	-1	61b59994-4dc9-4d9c-a4b3-ba3651379c33	"1,486,424,684"	Edge				Apple Ipod					UTF-8	es	MT	Malta	143.151.102.40		
c89ca757-86d4-4190-afdb-c37b43669740	bebb042f-a47b-4c0d-982f-84871993fdc8	61b59994-4dc9-4d9c-a4b3-ba3651379c33	"1,486,425,029"	Safari				Window Phone					UTF-8	es	MT	Malta	143.151.102.40		
64cb1e90-c118-4717-965b-01f11bf3e657	-1	e6d41f46-c85d-4b20-926a-7354d495c07b	"1,510,962,430"	Firefox				Apple Tablet					UTF-8	pt-br	ID	Indonesia	57.23.20.76		
64cb1e90-c118-4717-965b-01f11bf3e657	48b830e5-8277-44f1-90f2-10eaac1f22af	e6d41f46-c85d-4b20-926a-7354d495c07b	"1,510,962,758"	Firefox				Apple Tablet					UTF-8	pt-br	ID	Indonesia	57.23.20.76		
b106d975-3607-4113-a02d-7293f19da56b	e35917f8-19c3-48cb-ba7a-fa8a0574714a	17d27cb6-58b5-4715-af72-a44e110a60cd	"1,500,163,134"	Edge				Desktop					UTF-8	fr	PH	Philippines	8.31.251.206		
cb57f084-4f0a-4dcc-949f-55a0bce88e7a	-1	eee69088-a147-45e2-82eb-6a678e9dcabb	"1,501,631,339"	Safari				Android Phone					UTF-8	ru	PH	Philippines	18.228.91.228		
cb57f084-4f0a-4dcc-949f-55a0bce88e7a	-1	eee69088-a147-45e2-82eb-6a678e9dcabb	"1,501,631,405"	Safari				Android Phone					UTF-8	ru	PH	Philippines	18.228.91.228		
cb57f084-4f0a-4dcc-949f-55a0bce88e7a	-1	eee69088-a147-45e2-82eb-6a678e9dcabb	"1,501,631,508"	Safari				Android Phone					UTF-8	ru	PH	Philippines	18.228.91.228		
cb57f084-4f0a-4dcc-949f-55a0bce88e7a	586f610d-536f-48f5-875e-ee6517b12b8f	eee69088-a147-45e2-82eb-6a678e9dcabb	"1,501,631,765"	Safari				Android Phone					UTF-8	ru	PH	Philippines	18.228.91.228		
cfae66da-9737-4a6a-afff-552916028cb0	-1	0c28d7cb-2d5a-4696-8998-9540fb119635	"1,502,667,889"	Safari				Window Tablet					UTF-8	pt-br	RU	Russia	210.106.145.45		
cfae66da-9737-4a6a-afff-552916028cb0	6188c977-6c4b-499b-a606-aefbb9f847a8	0c28d7cb-2d5a-4696-8998-9540fb119635	"1,502,668,274"	Safari				Window Tablet					UTF-8	pt-br	RU	Russia	210.106.145.45		
1df83b24-9dd3-45f3-825e-02292e4e11ff	-1	df5d8b45-d948-4edb-a8cf-2ebd4a16ca0a	"1,496,101,764"	Firefox				Apple Ipod					UTF-8	fr	HR	Croatia	0.17.57.136		
1df83b24-9dd3-45f3-825e-02292e4e11ff	-1	df5d8b45-d948-4edb-a8cf-2ebd4a16ca0a	"1,496,101,882"	Firefox				Window Tablet					UTF-8	fr	HR	Croatia	0.17.57.136		
1df83b24-9dd3-45f3-825e-02292e4e11ff	32f953dd-a9e6-45fc-89e5-bd53578d490c	df5d8b45-d948-4edb-a8cf-2ebd4a16ca0a	"1,496,102,133"	Firefox				Apple Ipod					UTF-8	fr	HR	Croatia	0.17.57.136		
cda919c7-86cb-431f-a51f-d3e461e0cb3c	-1	42dfdd57-4325-495e-8425-82e013f9f557	"1,496,792,796"	Edge				Apple Ipod					UTF-8	ja-jp	ID	Indonesia	232.145.249.63		
cda919c7-86cb-431f-a51f-d3e461e0cb3c	4244ae43-e56c-4c42-874a-fef08779011f	42dfdd57-4325-495e-8425-82e013f9f557	"1,496,793,110"	Edge				Apple Ipod					UTF-8	ja-jp	ID	Indonesia	232.145.249.63		
771ed476-df11-4354-b385-4adb1454e1be	dc1edce7-9018-464b-9c73-dd407c7f321c	a46d364c-50a3-483f-a0be-5b8f09624f7d	"1,500,421,836"	Safari				Window Tablet					UTF-8	en-us	BR	Brazil	78.139.9.180		
41df180e-7b0c-4317-9553-f37c972e2d31	-1	79dace13-ae30-4e13-95cd-ce4476909207	"1,488,757,351"	Firefox				Apple Tablet					UTF-8	pt-br	CN	China	170.56.200.180		
41df180e-7b0c-4317-9553-f37c972e2d31	-1	79dace13-ae30-4e13-95cd-ce4476909207	"1,488,757,419"	Firefox				Apple Tablet					UTF-8	pt-br	CN	China	170.56.200.180		
41df180e-7b0c-4317-9553-f37c972e2d31	40261d7e-dc7c-43b3-b603-a6c88828bb95	79dace13-ae30-4e13-95cd-ce4476909207	"1,488,757,960"	Edge				Android Tablet					UTF-8	pt-br	CN	China	170.56.200.180		
2c0b0cef-699b-4d5d-b50a-2dd294aec0d2	-1	c2b58d90-ba31-4dbf-9142-0baba7c50ec5	"1,512,776,343"	Edge				Desktop					UTF-8	de	ID	Indonesia	136.30.120.190		
2c0b0cef-699b-4d5d-b50a-2dd294aec0d2	-1	c2b58d90-ba31-4dbf-9142-0baba7c50ec5	"1,512,776,657"	Edge				Desktop					UTF-8	de	ID	Indonesia	136.30.120.190		
2c0b0cef-699b-4d5d-b50a-2dd294aec0d2	29b44114-1cdc-4048-b7e3-baf56e94c382	c2b58d90-ba31-4dbf-9142-0baba7c50ec5	"1,512,777,109"	Edge				Apple Tablet					UTF-8	de	ID	Indonesia	136.30.120.190		
104ef70d-07e3-41d6-8101-64934982e94a	47ffad95-0f64-4c90-bd7c-7913758f6497	dd4e89ac-dba0-47af-a3a3-d4cf5f3b0f2f	"1,486,338,657"	Safari				Apple Ipod					UTF-8	en-us	ID	Indonesia	31.19.160.163		
f62fab3d-991c-471a-9045-ee055aa43d23	-1	2b10cdc9-848e-4582-af2c-fb32409fef3c	"1,494,459,980"	Edge				Window Phone					UTF-8	en-gb	NG	Nigeria	41.186.59.150		
f62fab3d-991c-471a-9045-ee055aa43d23	635b2938-e994-4a09-8cd1-7970949df680	2b10cdc9-848e-4582-af2c-fb32409fef3c	"1,494,460,301"	Edge				Window Phone					UTF-8	en-gb	NG	Nigeria	41.186.59.150		
0cd7534d-db18-45e3-b293-9ec33e2262ca	-1	027a0add-d49d-4569-a5b0-87ca919d9d1d	"1,485,473,982"	Safari				Desktop					UTF-8	ru	FR	France	107.50.19.171		
0cd7534d-db18-45e3-b293-9ec33e2262ca	-1	027a0add-d49d-4569-a5b0-87ca919d9d1d	"1,485,474,467"	Safari				Desktop					UTF-8	ru	FR	France	107.50.19.171		
0cd7534d-db18-45e3-b293-9ec33e2262ca	e680a989-aa6f-48c9-b002-a5ff00191747	027a0add-d49d-4569-a5b0-87ca919d9d1d	"1,485,474,749"	Edge				BlackBerry 10					UTF-8	ru	FR	France	107.50.19.171		
90b03079-8b44-4be8-8d82-cc326f4fa191	-1	215fdbbe-5e38-4be3-b096-d4daaaa06acb	"1,501,717,330"	Firefox				Window Tablet					UTF-8	es	CU	Cuba	147.43.2.127		
90b03079-8b44-4be8-8d82-cc326f4fa191	-1	215fdbbe-5e38-4be3-b096-d4daaaa06acb	"1,501,717,843"	Firefox				Window Tablet					UTF-8	es	CU	Cuba	147.43.2.127		
90b03079-8b44-4be8-8d82-cc326f4fa191	77347594-32c0-45c7-b491-2cc5c8c64476	215fdbbe-5e38-4be3-b096-d4daaaa06acb	"1,501,718,360"	Edge				Android Tablet					UTF-8	es	CU	Cuba	147.43.2.127		
e1fa753b-c870-4192-bae5-61f4d579f554	-1	022f1330-903c-4323-ad3b-27132ffd5f07	"1,484,696,617"	Safari				Android Phone					UTF-8	ja-jp	MX	Mexico	193.190.160.139		
e1fa753b-c870-4192-bae5-61f4d579f554	-1	022f1330-903c-4323-ad3b-27132ffd5f07	"1,484,697,010"	Edge				Apple Phone					UTF-8	ja-jp	MX	Mexico	193.190.160.139		
e1fa753b-c870-4192-bae5-61f4d579f554	94151980-424c-4608-ab78-51049c1ce186	022f1330-903c-4323-ad3b-27132ffd5f07	"1,484,697,196"	Safari				Android Phone					UTF-8	ja-jp	MX	Mexico	193.190.160.139		
1c446f90-efbb-4efa-8bfa-a68965b10377	cf17bad7-89dc-4bca-aad5-09a4b9f26829	b1fccefe-af01-47e4-a445-56f708933909	"1,491,868,397"	Edge				Android Phone					UTF-8	en-us	PL	Poland	78.176.183.209		
e38cab2b-eea2-47a1-b0f9-d6a511d25465	-1	8fadbdf8-a8db-48ad-9c7d-90036a85b81f	"1,498,521,449"	Safari				BlackBerry 10					UTF-8	es	AF	Afghanistan	162.86.138.240		
e38cab2b-eea2-47a1-b0f9-d6a511d25465	3b599e29-c430-4ec0-b83f-4657df89343e	8fadbdf8-a8db-48ad-9c7d-90036a85b81f	"1,498,521,574"	Safari				Apple Tablet					UTF-8	es	AF	Afghanistan	162.86.138.240		
8315367e-1e82-4930-9780-cc5ed602b7c9	-1	fd517c4f-5a01-4725-9a51-34f419ccb9ca	"1,501,199,160"	Edge				Android Tablet					UTF-8	ja-jp	ID	Indonesia	152.228.225.5		
8315367e-1e82-4930-9780-cc5ed602b7c9	-1	fd517c4f-5a01-4725-9a51-34f419ccb9ca	"1,501,199,262"	Edge				Android Tablet					UTF-8	ja-jp	ID	Indonesia	152.228.225.5		
8315367e-1e82-4930-9780-cc5ed602b7c9	b9c2540c-f008-43fa-b3e0-ade3462bf49a	fd517c4f-5a01-4725-9a51-34f419ccb9ca	"1,501,199,495"	Safari				BlackBerry 10					UTF-8	ja-jp	ID	Indonesia	152.228.225.5		
7ebb058a-4462-4065-83dc-d6899651523a	-1	52a23b50-f363-4e07-a7aa-ac207a86d48b	"1,499,384,824"	Firefox				Window Tablet					UTF-8	fr	RU	Russia	132.78.85.160		
7ebb058a-4462-4065-83dc-d6899651523a	5bb58ae6-670c-49fc-a118-35bc453fd342	52a23b50-f363-4e07-a7aa-ac207a86d48b	"1,499,385,317"	Firefox				Window Tablet					UTF-8	fr	RU	Russia	132.78.85.160		
a48a60d1-62d1-4a42-9ad9-b24cd70997f4	-1	06e9fe80-dcf4-4725-bb39-c3fa0ae67314	"1,506,210,930"	Safari				Apple Tablet					UTF-8	es-419	PL	Poland	149.212.249.243		
a48a60d1-62d1-4a42-9ad9-b24cd70997f4	d4261d25-7bca-44ab-b72a-96d2c96f6967	06e9fe80-dcf4-4725-bb39-c3fa0ae67314	"1,506,211,026"	Edge				Desktop					UTF-8	es-419	PL	Poland	149.212.249.243		
14221704-7c6f-4b65-b07e-a62989eb7c46	61bdc10b-3adb-4990-848e-b4d35d340ca7	9a65c017-5b96-4754-96b6-f0cdf7c0e77c	"1,501,026,696"	Firefox				Apple Ipod					UTF-8	pt-br	VE	Venezuela	7.102.241.194		
16818e4b-c56c-45e5-86f1-1b8d01a3adf2	69f1e86f-fdc4-4792-a66e-8d35327e9225	bccad3bf-9354-4671-a2ee-cf4a099e8f3c	"1,489,881,542"	Firefox				Window Tablet					UTF-8	es	UA	Ukraine	241.68.11.201		
7ea2d978-7e5f-4156-b2fb-483dc652e53b	-1	03ae83ab-4136-4c16-9cc5-0a63aa667634	"1,491,090,670"	Edge				Apple Ipod					UTF-8	en-us	HN	Honduras	179.221.32.168		
7ea2d978-7e5f-4156-b2fb-483dc652e53b	b89f1d5f-17ab-4332-abea-56b84b95a8ba	03ae83ab-4136-4c16-9cc5-0a63aa667634	"1,491,091,195"	Edge				Apple Ipod					UTF-8	en-us	HN	Honduras	179.221.32.168		
8b10255c-f6bf-4305-bc81-b98586090d8a	076da13c-cb14-4461-89aa-7122fa1bb748	1b7332b0-bf35-4914-a778-68f4c682520b	"1,500,508,242"	Edge				Apple Phone					UTF-8	pt-br	CZ	Czech Republic	89.125.44.254		
4bbba35a-3103-4e45-897e-c33f62dde7a2	-1	5e34023c-c50f-4538-8804-a5c2f9db2c44	"1,495,842,527"	Firefox				Window Phone					UTF-8	en-gb	RU	Russia	247.11.69.51		
4bbba35a-3103-4e45-897e-c33f62dde7a2	2e4fd340-721e-4032-9f05-68b93bd72515	5e34023c-c50f-4538-8804-a5c2f9db2c44	"1,495,842,949"	Edge				Android Phone					UTF-8	en-gb	RU	Russia	247.11.69.51		
754e9e54-2199-4299-9639-43efa45d5b75	-1	7a9aa62e-8d34-4b15-acf6-a2c9d6116cab	"1,484,092,009"	Firefox				BlackBerry 10					UTF-8	ru	LK	Sri Lanka	9.66.98.8		
754e9e54-2199-4299-9639-43efa45d5b75	-1	7a9aa62e-8d34-4b15-acf6-a2c9d6116cab	"1,484,092,238"	Edge				Apple Phone					UTF-8	ru	LK	Sri Lanka	9.66.98.8		
754e9e54-2199-4299-9639-43efa45d5b75	1fdd136e-38fd-4d7c-bb7e-cd035618d600	7a9aa62e-8d34-4b15-acf6-a2c9d6116cab	"1,484,092,319"	Firefox				BlackBerry 10					UTF-8	ru	LK	Sri Lanka	9.66.98.8		
45a062a8-287f-4f68-90c2-0ef60aec9706	-1	f663309b-2782-4cc5-947d-bf1e67f0aca4	"1,510,443,983"	Firefox				Android Phone					UTF-8	ru	AR	Argentina	71.7.178.157		
45a062a8-287f-4f68-90c2-0ef60aec9706	-1	f663309b-2782-4cc5-947d-bf1e67f0aca4	"1,510,444,019"	Edge				Window Phone					UTF-8	ru	AR	Argentina	71.7.178.157		
45a062a8-287f-4f68-90c2-0ef60aec9706	-1	f663309b-2782-4cc5-947d-bf1e67f0aca4	"1,510,444,445"	Firefox				Android Phone					UTF-8	ru	AR	Argentina	71.7.178.157		
45a062a8-287f-4f68-90c2-0ef60aec9706	f202d22e-0afa-4f15-a65d-1fae60fae29c	f663309b-2782-4cc5-947d-bf1e67f0aca4	"1,510,444,599"	Edge				Window Phone					UTF-8	ru	AR	Argentina	71.7.178.157		
ca0fb99a-541b-46b1-a62e-e92d0e00e7d5	-1	82d01df7-3408-40ed-8831-534f50e690f6	"1,486,511,009"	Firefox				Window Tablet					UTF-8	de	TN	Tunisia	47.142.232.45		
ca0fb99a-541b-46b1-a62e-e92d0e00e7d5	-1	82d01df7-3408-40ed-8831-534f50e690f6	"1,486,511,096"	Firefox				Window Tablet					UTF-8	de	TN	Tunisia	47.142.232.45		
ca0fb99a-541b-46b1-a62e-e92d0e00e7d5	8cf1a7d3-e840-43af-b327-48eddba1675e	82d01df7-3408-40ed-8831-534f50e690f6	"1,486,511,476"	Edge				Apple Tablet					UTF-8	de	TN	Tunisia	47.142.232.45		
d37d5b51-c9f3-4c18-a6b7-8e9f70885154	1ee252c7-822d-426f-8eb0-07cec036c46d	5fd2b1d2-39fe-42c4-b957-85b24082e3f2	"1,495,843,025"	Safari				Window Tablet					UTF-8	pt-br	PH	Philippines	30.64.137.70		
023a4097-7314-4168-b859-f025217eed1d	-1	e86b9d90-ad60-417d-911d-253c5f433f93	"1,499,644,129"	Firefox				Desktop					UTF-8	ru	PE	Peru	231.151.143.25		
023a4097-7314-4168-b859-f025217eed1d	d43490e4-3036-4ea0-9340-43b42387e801	e86b9d90-ad60-417d-911d-253c5f433f93	"1,499,644,579"	Firefox				Desktop					UTF-8	ru	PE	Peru	231.151.143.25		
3f1a6018-1b76-4949-a6db-3570d8adc939	e3aaf46d-82b1-4509-89f3-0686c6a582ce	169c3a36-6ec0-4671-9f3d-9ff02a778f74	"1,483,228,289"	Edge				Apple Phone					UTF-8	es	PA	Panama	217.255.242.136		
dde27060-a4a3-47d5-8d9f-4f1cfd2140ae	f75e8baa-31a5-42ca-ad1b-376733be2fb2	6c358730-13e4-48d0-9ba5-cd67c2c53412	"1,490,313,297"	Safari				Android Phone					UTF-8	ru	RU	Russia	60.210.105.62		
5946d45a-8f00-4379-adb7-c15df5b87770	-1	67e3b7ef-cc20-42bf-bfd4-9d25b69b436e	"1,485,387,811"	Safari				Android Phone					UTF-8	de	ER	Eritrea	132.45.136.41		
5946d45a-8f00-4379-adb7-c15df5b87770	-1	67e3b7ef-cc20-42bf-bfd4-9d25b69b436e	"1,485,388,155"	Safari				Android Phone					UTF-8	de	ER	Eritrea	132.45.136.41		
5946d45a-8f00-4379-adb7-c15df5b87770	-1	67e3b7ef-cc20-42bf-bfd4-9d25b69b436e	"1,485,388,237"	Safari				Android Tablet					UTF-8	de	ER	Eritrea	132.45.136.41		
5946d45a-8f00-4379-adb7-c15df5b87770	db59ec4b-877c-4a6a-8c5f-b15e9a5c292f	67e3b7ef-cc20-42bf-bfd4-9d25b69b436e	"1,485,388,472"	Safari				Android Tablet					UTF-8	de	ER	Eritrea	132.45.136.41		
6f6ae0c9-94b3-486d-af57-333b47900e72	283edb06-b59f-43d8-820e-eaf28c9c2ffc	01e4779b-bda9-4f04-8c70-13c296bf1049	"1,506,729,333"	Safari				Apple Phone					UTF-8	pt-br	SY	Syria	251.248.10.89		
5e6ef583-3484-440c-baee-99a82b08484c	-1	b9a0b71c-341d-420b-b35a-a6fe725033ef	"1,495,756,044"	Firefox				Apple Ipod					UTF-8	es-419	CN	China	99.107.190.111		
5e6ef583-3484-440c-baee-99a82b08484c	ad75b322-a805-4c4c-8faa-51e80521dac5	b9a0b71c-341d-420b-b35a-a6fe725033ef	"1,495,756,464"	Firefox				Apple Ipod					UTF-8	es-419	CN	China	99.107.190.111		
61705f0a-67b9-4af2-be66-14472ddaff5a	-1	4c0ca2d1-1518-4749-a951-85ce7d2d5994	"1,485,560,498"	Safari				Apple Tablet					UTF-8	en-us	PH	Philippines	147.201.36.81		
61705f0a-67b9-4af2-be66-14472ddaff5a	fc4cb719-1b54-4a32-8c43-a87d8afc0c11	4c0ca2d1-1518-4749-a951-85ce7d2d5994	"1,485,561,057"	Safari				Apple Tablet					UTF-8	en-us	PH	Philippines	147.201.36.81		
968dfa7d-5f4f-419b-a2ca-a405d01ebe37	2c0277bb-f67b-4da9-8214-70f56e6044e5	2327d94b-96eb-4dcf-94ed-76da01794856	"1,503,791,685"	Edge				Desktop					UTF-8	en-gb	CN	China	104.13.74.18		
b8875763-b274-4d36-9078-4f3801576c50	-1	00d6cb90-4f9c-4edd-bcf4-5d26d322d22c	"1,482,277,263"	Safari				BlackBerry 10					UTF-8	es	VN	Vietnam	108.104.73.213		
b8875763-b274-4d36-9078-4f3801576c50	a2a91a8d-d1b4-43b2-ad14-b6ee89482f9e	00d6cb90-4f9c-4edd-bcf4-5d26d322d22c	"1,482,277,844"	Safari				BlackBerry 10					UTF-8	es	VN	Vietnam	108.104.73.213		
81b3276c-c809-4b1b-8a82-0c795f242cea	-1	a65dc22a-537d-49d4-b734-76c223388ff3	"1,486,943,128"	Edge				Desktop					UTF-8	en-gb	CN	China	14.236.142.50		
81b3276c-c809-4b1b-8a82-0c795f242cea	-1	a65dc22a-537d-49d4-b734-76c223388ff3	"1,486,943,353"	Edge				Window Tablet					UTF-8	en-gb	CN	China	14.236.142.50		
81b3276c-c809-4b1b-8a82-0c795f242cea	-1	a65dc22a-537d-49d4-b734-76c223388ff3	"1,486,943,355"	Edge				Window Tablet					UTF-8	en-gb	CN	China	14.236.142.50		
81b3276c-c809-4b1b-8a82-0c795f242cea	e74c2e83-c45a-476e-b6da-31ebbec6a61a	a65dc22a-537d-49d4-b734-76c223388ff3	"1,486,943,432"	Edge				Desktop					UTF-8	en-gb	CN	China	14.236.142.50		
74b5d5f6-b84c-4917-934b-607e44a26de6	-1	c95eeb96-7ae6-4cad-bf67-bcb9baa1630e	"1,492,905,131"	Firefox				Window Tablet					UTF-8	fr	CN	China	167.17.58.254		
74b5d5f6-b84c-4917-934b-607e44a26de6	-1	c95eeb96-7ae6-4cad-bf67-bcb9baa1630e	"1,492,905,310"	Firefox				Window Tablet					UTF-8	fr	CN	China	167.17.58.254		
74b5d5f6-b84c-4917-934b-607e44a26de6	39848248-1d79-456b-8852-69fbc34cfc53	c95eeb96-7ae6-4cad-bf67-bcb9baa1630e	"1,492,905,438"	Safari				Desktop					UTF-8	fr	CN	China	167.17.58.254		
54bfa831-4289-47ba-935e-2cc37fd9424f	-1	7bec27d1-087c-4fcd-abce-465e615575fc	"1,482,449,971"	Safari				Apple Ipod					UTF-8	de	GN	Guinea	9.53.222.37		
54bfa831-4289-47ba-935e-2cc37fd9424f	-1	7bec27d1-087c-4fcd-abce-465e615575fc	"1,482,450,355"	Safari				Apple Ipod					UTF-8	de	GN	Guinea	9.53.222.37		
54bfa831-4289-47ba-935e-2cc37fd9424f	b35f60b2-714a-4f55-8b1e-07b526f4d9c5	7bec27d1-087c-4fcd-abce-465e615575fc	"1,482,450,858"	Edge				Android Tablet					UTF-8	de	GN	Guinea	9.53.222.37		
1ec8f340-6813-413c-922f-ddbd84dae8ce	-1	96bab4aa-c899-4f35-a8a1-9b2eb5d90139	"1,485,993,015"	Edge				Apple Tablet					UTF-8	en-gb	US	United States	196.226.71.253		
1ec8f340-6813-413c-922f-ddbd84dae8ce	c6dd37b0-30d8-42e4-9845-963a83aff819	96bab4aa-c899-4f35-a8a1-9b2eb5d90139	"1,485,993,516"	Edge				Apple Tablet					UTF-8	en-gb	US	United States	196.226.71.253		
93394fcf-a2cb-44d6-90c6-7ec981ab193a	a51b9f8d-9bfb-4d99-9dea-647a16ddca17	9fcc426e-c292-4c84-8dcf-cff8a892883a	"1,486,857,334"	Firefox				Apple Tablet					UTF-8	ja-jp	CO	Colombia	34.150.132.230		
a3c3f31f-e1b1-429d-bbda-34371ece3b8f	-1	2ba3709e-a97a-4f4e-a306-4c930d12f295	"1,511,307,345"	Safari				BlackBerry 10					UTF-8	ja-jp	CD	Democratic Republic of the Congo	231.245.37.6		
a3c3f31f-e1b1-429d-bbda-34371ece3b8f	-1	2ba3709e-a97a-4f4e-a306-4c930d12f295	"1,511,307,838"	Safari				BlackBerry 10					UTF-8	ja-jp	CD	Democratic Republic of the Congo	231.245.37.6		
a3c3f31f-e1b1-429d-bbda-34371ece3b8f	-1	2ba3709e-a97a-4f4e-a306-4c930d12f295	"1,511,308,353"	Firefox				Window Phone					UTF-8	ja-jp	CD	Democratic Republic of the Congo	231.245.37.6		
a3c3f31f-e1b1-429d-bbda-34371ece3b8f	0025aadf-2387-40e5-a726-1851aeed1a90	2ba3709e-a97a-4f4e-a306-4c930d12f295	"1,511,308,373"	Firefox				Window Phone					UTF-8	ja-jp	CD	Democratic Republic of the Congo	231.245.37.6		
